order_id,customer_id,customer_name,segment,region,order_date,ship_date,category,sub_category,product_name,sales,quantity,discount,profit
ord-15152,cust-8227,darren brown,corporate,south,2034-02-08,2034-02-10,technology,phones,phones model 3,376.74,9,0.1,25.57
ord-15153,cust-2598,michelle lee,consumer,south,2034-02-09,2034-02-11,technology,phones,phones model 4,367.08,3,0.3,12.29
ord-15154,cust-1767,joseph brown,home office,west,2034-02-10,2034-02-12,technology,phones,phones model 5,605.95,9,0.3,47.72
ord-15155,cust-3888,marcia stewart,home office,south,2034-02-11,2034-02-13,technology,accessories,accessories model 1,1595.22,6,0.3,94.54
ord-15156,cust-7048,carol smith,home office,east,2034-02-12,2034-02-14,technology,accessories,accessories model 2,1383.21,5,0.1,109.22
ord-15157,cust-8963,mark jones,home office,east,2034-02-13,2034-02-15,technology,accessories,accessories model 3,1579.16,8,0.5,-14.96
ord-15158,cust-2027,kenneth hernandez,consumer,west,2034-02-14,2034-02-16,technology,accessories,accessories model 4,25.76,8,0.3,2.41
ord-15159,cust-7254,mary morales,home office,central,2034-02-15,2034-02-17,technology,accessories,accessories model 5,518.4,4,0.3,43.64
ord-15160,cust-8674,catherine vargas,home office,west,2034-02-16,2034-02-18,technology,copiers,copiers model 1,1049.72,2,0.3,63.38
ord-15161,cust-6622,samantha brown,corporate,central,2034-02-17,2034-02-19,technology,copiers,copiers model 2,1105.37,4,0.5,-0.47
ord-15162,cust-9120,christine lindsey,consumer,central,2034-02-18,2034-02-20,technology,copiers,copiers model 3,1216.54,3,0.2,-27.8
ord-15163,cust-5112,steven waters,home office,east,2034-02-19,2034-02-21,technology,copiers,copiers model 4,919.7,2,0.0,-52.37
ord-15164,cust-6862,patrick garner,home office,central,2034-02-20,2034-02-22,technology,copiers,copiers model 5,891.35,5,0.2,74.47
ord-15165,cust-7834,david collins,consumer,east,2034-02-21,2034-02-23,technology,machines,machines model 1,1851.72,7,0.0,131.69
ord-15166,cust-2155,alicia ross,corporate,south,2034-02-22,2034-02-24,technology,machines,machines model 2,1357.16,3,0.1,103.62
ord-15167,cust-1265,courtney elliott,consumer,west,2034-02-23,2034-02-25,technology,machines,machines model 3,1174.7,6,0.5,6.25
ord-15168,cust-9731,kimberly smith,consumer,east,2034-02-24,2034-02-26,technology,machines,machines model 4,141.93,6,0.0,10.86
ord-15169,cust-9009,tamara thomas,corporate,central,2034-02-25,2034-02-27,technology,machines,machines model 5,1529.81,4,0.2,-39.3
ord-15170,cust-5952,mr. aaron green,home office,central,2034-02-26,2034-02-28,furniture,bookcases,bookcases model 1,1577.07,5,0.2,100.92
ord-15171,cust-4013,catherine andrews,consumer,south,2034-02-27,2034-03-01,furniture,bookcases,bookcases model 2,1994.75,6,0.2,85.67
ord-15172,cust-7359,andrew byrd,home office,central,2034-02-28,2034-03-02,furniture,bookcases,bookcases model 3,436.74,2,0.2,61.39
ord-15173,cust-9963,kevin bishop,corporate,south,2034-03-01,2034-03-03,furniture,bookcases,bookcases model 4,1248.42,3,0.3,46.41
ord-15174,cust-1344,lori boyd,home office,south,2034-03-02,2034-03-04,furniture,bookcases,bookcases model 5,888.0,6,0.3,-28.26
ord-15175,cust-7182,grace acosta,consumer,south,2034-03-03,2034-03-05,furniture,chairs,chairs model 1,1211.22,6,0.0,47.43
ord-15176,cust-3768,julie strong,corporate,west,2034-03-04,2034-03-06,furniture,chairs,chairs model 2,1375.22,5,0.3,121.86
ord-15177,cust-8798,joshua williams,home office,central,2034-03-05,2034-03-07,furniture,chairs,chairs model 3,1451.58,2,0.3,-58.46
ord-15178,cust-8266,rebecca smith,home office,central,2034-03-06,2034-03-08,furniture,chairs,chairs model 4,648.9,5,0.3,16.24
ord-15179,cust-8964,jamie pacheco,home office,east,2034-03-07,2034-03-09,furniture,chairs,chairs model 5,1448.5,4,0.1,56.33
ord-15180,cust-3186,nancy murphy,consumer,west,2034-03-08,2034-03-10,furniture,tables,tables model 1,443.13,4,0.1,-0.01
ord-15181,cust-9391,lisa morris,home office,south,2034-03-09,2034-03-11,furniture,tables,tables model 2,15.27,5,0.5,1.0
ord-15182,cust-8515,james johnson,corporate,central,2034-03-10,2034-03-12,furniture,tables,tables model 3,1845.68,1,0.3,189.76
ord-15183,cust-3676,rachel johnson,consumer,south,2034-03-11,2034-03-13,furniture,tables,tables model 4,1747.95,6,0.0,168.25
ord-15184,cust-7136,ashley rojas,corporate,east,2034-03-12,2034-03-14,furniture,tables,tables model 5,1330.86,9,0.0,22.2
ord-15185,cust-3330,tom davis,corporate,south,2034-03-13,2034-03-15,office supplies,binders,binders model 1,1585.86,1,0.3,54.28
ord-15186,cust-3067,donald pollard,corporate,central,2034-03-14,2034-03-16,office supplies,binders,binders model 2,823.59,4,0.5,68.42
ord-15187,cust-7020,alexander parrish,consumer,central,2034-03-15,2034-03-17,office supplies,binders,binders model 3,233.45,1,0.5,-4.11
ord-15188,cust-9959,anthony caldwell,consumer,central,2034-03-16,2034-03-18,office supplies,binders,binders model 4,1345.05,2,0.2,-68.71
ord-15189,cust-4214,jennifer lawrence,corporate,south,2034-03-17,2034-03-19,office supplies,binders,binders model 5,1431.58,7,0.2,102.42
ord-15190,cust-7936,andre pearson,corporate,central,2034-03-18,2034-03-20,office supplies,pens,pens model 1,1730.67,9,0.3,184.23
ord-15191,cust-9932,jessica sanford,consumer,west,2034-03-19,2034-03-21,office supplies,pens,pens model 2,591.1,6,0.0,2.04
ord-15192,cust-9749,patrick wang,home office,south,2034-03-20,2034-03-22,office supplies,pens,pens model 3,1637.24,9,0.1,64.41
ord-15193,cust-9565,amy leach,home office,south,2034-03-21,2034-03-23,office supplies,pens,pens model 4,1625.4,4,0.2,81.49
ord-15194,cust-9512,brian harrison,corporate,west,2034-03-22,2034-03-24,office supplies,pens,pens model 5,262.54,5,0.3,4.86
ord-15195,cust-1831,tina briggs,home office,west,2034-03-23,2034-03-25,office supplies,paper,paper model 1,387.97,5,0.5,-8.9
ord-15196,cust-2893,ricky hernandez,home office,west,2034-03-24,2034-03-26,office supplies,paper,paper model 2,490.28,4,0.2,98.87
ord-15197,cust-4245,benjamin young,corporate,central,2034-03-25,2034-03-27,office supplies,paper,paper model 3,1009.78,7,0.1,68.92
ord-15198,cust-7640,peter wade,home office,west,2034-03-26,2034-03-28,office supplies,paper,paper model 4,343.56,5,0.0,5.8
ord-15199,cust-9232,troy stephens,consumer,central,2034-03-27,2034-03-29,office supplies,paper,paper model 5,427.04,4,0.0,-10.37
ord-15200,cust-6522,rachel velez,corporate,central,2034-03-28,2034-03-30,office supplies,labels,labels model 1,444.92,2,0.0,37.09
ord-15201,cust-1431,alexandra sellers,corporate,south,2034-03-29,2034-03-31,office supplies,labels,labels model 2,313.77,3,0.3,0.05
ord-15202,cust-7154,erin gutierrez md,home office,south,2034-03-30,2034-04-01,office supplies,labels,labels model 3,139.59,6,0.3,10.02
ord-15203,cust-6237,traci may,home office,west,2034-03-31,2034-04-02,office supplies,labels,labels model 4,495.54,3,0.5,11.84
ord-15204,cust-7845,monica montes dds,consumer,west,2034-04-01,2034-04-03,office supplies,labels,labels model 5,792.14,5,0.1,43.68
ord-15205,cust-5976,ashley graves,consumer,west,2034-04-02,2034-04-04,technology,phones,phones model 1,1273.63,4,0.1,32.78
ord-15206,cust-5416,ian porter,consumer,south,2034-04-03,2034-04-05,technology,phones,phones model 2,131.6,2,0.1,12.91
ord-15207,cust-9846,valerie edwards,home office,south,2034-04-04,2034-04-06,technology,phones,phones model 3,523.6,6,0.5,28.19
ord-15208,cust-5609,michael harrington,home office,west,2034-04-05,2034-04-07,technology,phones,phones model 4,790.89,2,0.5,-19.55
ord-15209,cust-9901,christopher adams,home office,west,2034-04-06,2034-04-08,technology,phones,phones model 5,775.37,5,0.1,9.68
ord-15210,cust-1543,lisa ali,consumer,central,2034-04-07,2034-04-09,technology,accessories,accessories model 1,1756.68,2,0.2,91.0
ord-15211,cust-3193,taylor pope,corporate,central,2034-04-08,2034-04-10,technology,accessories,accessories model 2,269.35,9,0.2,30.29
ord-15212,cust-4268,heather barrett,corporate,central,2034-04-09,2034-04-11,technology,accessories,accessories model 3,275.13,4,0.1,37.08
ord-15213,cust-5999,connie cain,home office,south,2034-04-10,2034-04-12,technology,accessories,accessories model 4,210.5,3,0.1,20.73
ord-15214,cust-6934,anna green,corporate,west,2034-04-11,2034-04-13,technology,accessories,accessories model 5,875.0,3,0.0,13.92
ord-15215,cust-5528,sharon kelly,corporate,east,2034-04-12,2034-04-14,technology,copiers,copiers model 1,63.56,7,0.2,10.3
ord-15216,cust-3550,russell jackson,home office,south,2034-04-13,2034-04-15,technology,copiers,copiers model 2,102.12,7,0.3,5.09
ord-15217,cust-8256,johnathan martinez,corporate,west,2034-04-14,2034-04-16,technology,copiers,copiers model 3,1981.04,3,0.2,189.27
ord-15218,cust-9174,brandon freeman,corporate,east,2034-04-15,2034-04-17,technology,copiers,copiers model 4,628.89,6,0.0,96.76
ord-15219,cust-6237,samuel freeman,home office,east,2034-04-16,2034-04-18,technology,copiers,copiers model 5,1113.41,3,0.5,113.4
ord-15220,cust-7958,justin ryan,corporate,west,2034-04-17,2034-04-19,technology,machines,machines model 1,198.76,6,0.1,25.89
ord-15221,cust-1924,kenneth lopez,corporate,east,2034-04-18,2034-04-20,technology,machines,machines model 2,904.48,6,0.2,51.76
ord-15222,cust-9982,lisa parks,consumer,east,2034-04-19,2034-04-21,technology,machines,machines model 3,896.69,5,0.3,157.1
ord-15223,cust-5320,anthony nunez,consumer,east,2034-04-20,2034-04-22,technology,machines,machines model 4,1549.41,7,0.5,107.88
ord-15224,cust-9076,barbara simmons,home office,west,2034-04-21,2034-04-23,technology,machines,machines model 5,1751.45,7,0.3,150.01
ord-15225,cust-2379,aaron sherman,home office,central,2034-04-22,2034-04-24,furniture,bookcases,bookcases model 1,709.64,9,0.1,40.44
ord-15226,cust-5554,robert johnson,consumer,south,2034-04-23,2034-04-25,furniture,bookcases,bookcases model 2,281.9,3,0.1,40.92
ord-15227,cust-5527,bryan smith,consumer,south,2034-04-24,2034-04-26,furniture,bookcases,bookcases model 3,475.12,3,0.3,53.58
ord-15228,cust-6280,damon luna,home office,south,2034-04-25,2034-04-27,furniture,bookcases,bookcases model 4,755.74,8,0.0,78.33
ord-15229,cust-7618,jack palmer,consumer,west,2034-04-26,2034-04-28,furniture,bookcases,bookcases model 5,277.63,3,0.1,47.29
ord-15230,cust-6444,tina castillo,corporate,east,2034-04-27,2034-04-29,furniture,chairs,chairs model 1,290.89,5,0.3,23.06
ord-15231,cust-4809,stacy sparks,consumer,south,2034-04-28,2034-04-30,furniture,chairs,chairs model 2,271.95,6,0.1,22.81
ord-15232,cust-7148,shannon ward,home office,east,2034-04-29,2034-05-01,furniture,chairs,chairs model 3,401.58,2,0.2,18.33
ord-15233,cust-2852,veronica williams,home office,west,2034-04-30,2034-05-02,furniture,chairs,chairs model 4,620.29,1,0.1,28.86
ord-15234,cust-9710,sean harrington,home office,south,2034-05-01,2034-05-03,furniture,chairs,chairs model 5,1336.18,4,0.1,0.91
ord-15235,cust-7192,isabel marshall,consumer,south,2034-05-02,2034-05-04,furniture,tables,tables model 1,952.23,5,0.0,126.94
ord-15236,cust-3573,tanya mercado,home office,south,2034-05-03,2034-05-05,furniture,tables,tables model 2,1125.35,1,0.0,21.68
ord-15237,cust-1113,betty lynn,consumer,central,2034-05-04,2034-05-06,furniture,tables,tables model 3,1098.13,6,0.2,-35.92
ord-15238,cust-3628,vanessa mclean,home office,east,2034-05-05,2034-05-07,furniture,tables,tables model 4,1934.81,9,0.5,96.56
ord-15239,cust-4732,natalie terrell,consumer,south,2034-05-06,2034-05-08,furniture,tables,tables model 5,1055.25,1,0.1,-72.13
ord-15240,cust-7689,leah wheeler,corporate,east,2034-05-07,2034-05-09,office supplies,binders,binders model 1,1168.03,1,0.0,46.55
ord-15241,cust-6728,brian flynn,consumer,west,2034-05-08,2034-05-10,office supplies,binders,binders model 2,1536.27,5,0.0,68.23
ord-15242,cust-6846,heather clark,corporate,west,2034-05-09,2034-05-11,office supplies,binders,binders model 3,1287.69,9,0.3,7.66
ord-15243,cust-3546,cynthia sims,home office,east,2034-05-10,2034-05-12,office supplies,binders,binders model 4,241.15,8,0.2,9.99
ord-15244,cust-8328,regina rodriguez,home office,central,2034-05-11,2034-05-13,office supplies,binders,binders model 5,149.94,7,0.1,13.16
ord-15245,cust-3444,nicholas nelson,corporate,central,2034-05-12,2034-05-14,office supplies,pens,pens model 1,117.49,1,0.5,-2.89
ord-15246,cust-5566,ryan adams,home office,central,2034-05-13,2034-05-15,office supplies,pens,pens model 2,742.58,7,0.1,81.23
ord-15247,cust-2250,erin burnett,consumer,east,2034-05-14,2034-05-16,office supplies,pens,pens model 3,484.11,7,0.3,41.26
ord-15248,cust-6353,james johnson,corporate,south,2034-05-15,2034-05-17,office supplies,pens,pens model 4,1725.1,3,0.5,79.23
ord-15249,cust-4860,ann stuart,corporate,west,2034-05-16,2034-05-18,office supplies,pens,pens model 5,1788.41,3,0.5,118.75
ord-15250,cust-5026,jacob flores,home office,east,2034-05-17,2034-05-19,office supplies,paper,paper model 1,897.86,2,0.5,27.02
ord-15251,cust-1195,susan johnson,corporate,south,2034-05-18,2034-05-20,office supplies,paper,paper model 2,1033.8,4,0.0,41.39
ord-15252,cust-5437,mark torres,home office,central,2034-05-19,2034-05-21,office supplies,paper,paper model 3,389.46,6,0.2,24.5
ord-15253,cust-3129,carolyn horn,consumer,central,2034-05-20,2034-05-22,office supplies,paper,paper model 4,157.94,3,0.2,1.14
ord-15254,cust-3888,julie walker,consumer,south,2034-05-21,2034-05-23,office supplies,paper,paper model 5,541.83,9,0.5,45.74
ord-15255,cust-4067,mrs. andrea adams md,corporate,south,2034-05-22,2034-05-24,office supplies,labels,labels model 1,506.99,6,0.5,48.3
ord-15256,cust-1991,james miller,consumer,south,2034-05-23,2034-05-25,office supplies,labels,labels model 2,1173.05,8,0.3,88.23
ord-15257,cust-2530,kathleen livingston,corporate,east,2034-05-24,2034-05-26,office supplies,labels,labels model 3,629.04,2,0.3,14.41
ord-15258,cust-6574,gregory thompson,corporate,west,2034-05-25,2034-05-27,office supplies,labels,labels model 4,314.95,3,0.3,15.93
ord-15259,cust-6329,harold johnson,consumer,west,2034-05-26,2034-05-28,office supplies,labels,labels model 5,1852.54,5,0.0,95.77
ord-15260,cust-2997,lisa hanson,consumer,south,2034-05-27,2034-05-29,technology,phones,phones model 1,111.21,4,0.2,3.87
ord-15261,cust-1563,diana benson,corporate,west,2034-05-28,2034-05-30,technology,phones,phones model 2,1304.41,1,0.1,73.02
ord-15262,cust-9961,jillian nelson,home office,west,2034-05-29,2034-05-31,technology,phones,phones model 3,662.45,1,0.0,42.01
ord-15263,cust-1161,dorothy beard,home office,east,2034-05-30,2034-06-01,technology,phones,phones model 4,1319.81,3,0.5,4.95
ord-15264,cust-2618,troy rosario md,consumer,west,2034-05-31,2034-06-02,technology,phones,phones model 5,902.28,9,0.2,34.75
ord-15265,cust-6481,adrian mitchell,home office,central,2034-06-01,2034-06-03,technology,accessories,accessories model 1,1953.51,1,0.0,-31.41
ord-15266,cust-6491,johnny freeman,corporate,south,2034-06-02,2034-06-04,technology,accessories,accessories model 2,347.98,6,0.2,28.34
ord-15267,cust-7757,ashley garcia,home office,west,2034-06-03,2034-06-05,technology,accessories,accessories model 3,321.38,9,0.3,20.53
ord-15268,cust-6989,jeremy parker,consumer,east,2034-06-04,2034-06-06,technology,accessories,accessories model 4,591.91,1,0.5,24.47
ord-15269,cust-2631,molly stewart,home office,south,2034-06-05,2034-06-07,technology,accessories,accessories model 5,489.72,1,0.2,31.54
ord-15270,cust-2303,nancy ward,corporate,south,2034-06-06,2034-06-08,technology,copiers,copiers model 1,1461.96,2,0.2,86.67
ord-15271,cust-7424,cindy wood,consumer,west,2034-06-07,2034-06-09,technology,copiers,copiers model 2,1025.27,4,0.3,37.39
ord-15272,cust-7512,stephanie roth,consumer,south,2034-06-08,2034-06-10,technology,copiers,copiers model 3,891.32,8,0.3,57.79
ord-15273,cust-1732,kelsey baker,home office,south,2034-06-09,2034-06-11,technology,copiers,copiers model 4,839.83,7,0.3,93.65
ord-15274,cust-4104,paul barker,corporate,central,2034-06-10,2034-06-12,technology,copiers,copiers model 5,1179.75,4,0.2,49.14
ord-15275,cust-3074,charles bradley,corporate,west,2034-06-11,2034-06-13,technology,machines,machines model 1,1986.47,4,0.1,268.39
ord-15276,cust-8537,hector baker,corporate,central,2034-06-12,2034-06-14,technology,machines,machines model 2,1273.17,7,0.1,64.96
ord-15277,cust-7938,anna banks,home office,south,2034-06-13,2034-06-15,technology,machines,machines model 3,1661.5,1,0.2,142.68
ord-15278,cust-8644,mary lewis,home office,south,2034-06-14,2034-06-16,technology,machines,machines model 4,1255.6,1,0.2,189.68
ord-15279,cust-3163,mary garza,home office,south,2034-06-15,2034-06-17,technology,machines,machines model 5,1653.88,9,0.2,98.71
ord-15280,cust-8738,susan rose,home office,central,2034-06-16,2034-06-18,furniture,bookcases,bookcases model 1,1074.52,7,0.3,-38.26
ord-15281,cust-1296,christopher chen,home office,east,2034-06-17,2034-06-19,furniture,bookcases,bookcases model 2,190.8,3,0.1,15.51
ord-15282,cust-5049,aaron contreras,home office,central,2034-06-18,2034-06-20,furniture,bookcases,bookcases model 3,834.67,6,0.1,26.17
ord-15283,cust-3998,michael cooper,consumer,central,2034-06-19,2034-06-21,furniture,bookcases,bookcases model 4,1917.47,4,0.0,81.73
ord-15284,cust-2215,kenneth miller,corporate,central,2034-06-20,2034-06-22,furniture,bookcases,bookcases model 5,1551.85,3,0.1,11.26
ord-15285,cust-6680,isaac ruiz,corporate,central,2034-06-21,2034-06-23,furniture,chairs,chairs model 1,1368.81,7,0.1,73.33
ord-15286,cust-5725,jeffrey marsh iii,corporate,south,2034-06-22,2034-06-24,furniture,chairs,chairs model 2,326.19,8,0.5,23.67
ord-15287,cust-5431,cory white,home office,central,2034-06-23,2034-06-25,furniture,chairs,chairs model 3,177.75,6,0.1,-1.97
ord-15288,cust-1441,maria smith,corporate,central,2034-06-24,2034-06-26,furniture,chairs,chairs model 4,539.88,7,0.1,-1.48
ord-15289,cust-1860,christopher benson,consumer,east,2034-06-25,2034-06-27,furniture,chairs,chairs model 5,1481.97,3,0.0,219.42
ord-15290,cust-2020,cheryl king,home office,central,2034-06-26,2034-06-28,furniture,tables,tables model 1,1315.06,7,0.1,121.91
ord-15291,cust-8969,timothy collins,home office,central,2034-06-27,2034-06-29,furniture,tables,tables model 2,139.95,2,0.2,6.5
ord-15292,cust-5954,richard henderson,corporate,south,2034-06-28,2034-06-30,furniture,tables,tables model 3,135.25,5,0.0,6.76
ord-15293,cust-4313,maria burton,consumer,east,2034-06-29,2034-07-01,furniture,tables,tables model 4,615.76,3,0.3,-2.75
ord-15294,cust-7112,david rivera,corporate,south,2034-06-30,2034-07-02,furniture,tables,tables model 5,1940.92,1,0.2,-87.36
ord-15295,cust-2475,lindsey turner,consumer,south,2034-07-01,2034-07-03,office supplies,binders,binders model 1,305.53,7,0.1,10.64
ord-15296,cust-4119,amanda brown,corporate,central,2034-07-02,2034-07-04,office supplies,binders,binders model 2,830.58,2,0.1,37.15
ord-15297,cust-1240,angela holt,corporate,south,2034-07-03,2034-07-05,office supplies,binders,binders model 3,1258.35,8,0.1,53.68
ord-15298,cust-3737,chris reyes,corporate,south,2034-07-04,2034-07-06,office supplies,binders,binders model 4,1160.09,7,0.2,38.46
ord-15299,cust-8473,anthony sanders,consumer,east,2034-07-05,2034-07-07,office supplies,binders,binders model 5,738.26,8,0.0,9.68
ord-15300,cust-2941,carrie green,corporate,central,2034-07-06,2034-07-08,office supplies,pens,pens model 1,429.93,7,0.5,67.0
ord-15301,cust-5027,alicia schwartz,consumer,central,2034-07-07,2034-07-09,office supplies,pens,pens model 2,1862.8,8,0.2,193.82
ord-15302,cust-2023,cameron mcmillan,home office,west,2034-07-08,2034-07-10,office supplies,pens,pens model 3,94.98,6,0.3,0.73
ord-15303,cust-5162,tiffany schroeder,home office,central,2034-07-09,2034-07-11,office supplies,pens,pens model 4,239.17,1,0.5,26.03
ord-15304,cust-8172,michael bush,corporate,south,2034-07-10,2034-07-12,office supplies,pens,pens model 5,224.08,3,0.3,4.79
ord-15305,cust-3973,eric duncan,corporate,east,2034-07-11,2034-07-13,office supplies,paper,paper model 1,956.34,6,0.1,59.73
ord-15306,cust-8048,kristine cabrera,home office,west,2034-07-12,2034-07-14,office supplies,paper,paper model 2,1392.35,8,0.5,38.22
ord-15307,cust-9640,eric perez,home office,west,2034-07-13,2034-07-15,office supplies,paper,paper model 3,979.03,1,0.0,13.16
ord-15308,cust-2418,stephanie peterson,consumer,south,2034-07-14,2034-07-16,office supplies,paper,paper model 4,1358.01,4,0.0,69.76
ord-15309,cust-1374,joshua jones,corporate,west,2034-07-15,2034-07-17,office supplies,paper,paper model 5,1666.3,7,0.5,4.52
ord-15310,cust-5947,jamie adams,consumer,central,2034-07-16,2034-07-18,office supplies,labels,labels model 1,70.84,1,0.5,0.63
ord-15311,cust-5378,lisa barker,consumer,east,2034-07-17,2034-07-19,office supplies,labels,labels model 2,1899.76,6,0.1,96.0
ord-15312,cust-8955,jacqueline bradford,home office,central,2034-07-18,2034-07-20,office supplies,labels,labels model 3,1593.12,4,0.3,91.43
ord-15313,cust-6293,matthew mcdonald,consumer,south,2034-07-19,2034-07-21,office supplies,labels,labels model 4,397.3,8,0.2,17.44
ord-15314,cust-7896,thomas parks,consumer,south,2034-07-20,2034-07-22,office supplies,labels,labels model 5,1188.58,2,0.0,55.94
ord-15315,cust-5841,matthew goodwin,home office,south,2034-07-21,2034-07-23,technology,phones,phones model 1,966.18,5,0.2,80.01
ord-15316,cust-5069,michael freeman,home office,south,2034-07-22,2034-07-24,technology,phones,phones model 2,679.43,1,0.1,34.33
ord-15317,cust-2415,todd perez,corporate,south,2034-07-23,2034-07-25,technology,phones,phones model 3,1840.06,8,0.2,-81.96
ord-15318,cust-7238,crystal hill,consumer,central,2034-07-24,2034-07-26,technology,phones,phones model 4,1293.96,1,0.1,15.63
ord-15319,cust-1076,david gomez,home office,south,2034-07-25,2034-07-27,technology,phones,phones model 5,877.67,2,0.1,7.67
ord-15320,cust-4639,francisco gomez,home office,west,2034-07-26,2034-07-28,technology,accessories,accessories model 1,1555.33,1,0.3,-58.85
ord-15321,cust-8829,melissa lewis,corporate,central,2034-07-27,2034-07-29,technology,accessories,accessories model 2,840.87,6,0.5,136.8
ord-15322,cust-2375,margaret hughes,home office,east,2034-07-28,2034-07-30,technology,accessories,accessories model 3,1956.7,4,0.2,95.39
ord-15323,cust-1052,jennifer harvey,consumer,south,2034-07-29,2034-07-31,technology,accessories,accessories model 4,1192.08,3,0.2,-40.29
ord-15324,cust-3318,sandra flynn,home office,west,2034-07-30,2034-08-01,technology,accessories,accessories model 5,207.31,7,0.5,24.42
ord-15325,cust-9986,laura hall,home office,central,2034-07-31,2034-08-02,technology,copiers,copiers model 1,1162.12,9,0.2,81.36
ord-15326,cust-4008,shelby evans,home office,central,2034-08-01,2034-08-03,technology,copiers,copiers model 2,1319.57,7,0.0,-24.6
ord-15327,cust-9444,philip king dds,consumer,south,2034-08-02,2034-08-04,technology,copiers,copiers model 3,316.43,7,0.0,7.89
ord-15328,cust-1974,jose moore,corporate,west,2034-08-03,2034-08-05,technology,copiers,copiers model 4,1496.9,9,0.5,106.87
ord-15329,cust-6690,joseph duffy,corporate,south,2034-08-04,2034-08-06,technology,copiers,copiers model 5,1359.55,3,0.1,31.5
ord-15330,cust-3453,brooke nielsen,consumer,west,2034-08-05,2034-08-07,technology,machines,machines model 1,144.57,5,0.0,3.16
ord-15331,cust-5297,vicki west,corporate,south,2034-08-06,2034-08-08,technology,machines,machines model 2,789.85,5,0.0,35.58
ord-15332,cust-7972,joseph bates,home office,central,2034-08-07,2034-08-09,technology,machines,machines model 3,1893.62,2,0.5,142.97
ord-15333,cust-8369,susan johnson,corporate,central,2034-08-08,2034-08-10,technology,machines,machines model 4,275.99,7,0.1,-3.79
ord-15334,cust-6344,krista barrett,consumer,east,2034-08-09,2034-08-11,technology,machines,machines model 5,1005.68,4,0.3,28.62
ord-15335,cust-4116,william salazar,consumer,south,2034-08-10,2034-08-12,furniture,bookcases,bookcases model 1,1558.58,8,0.3,-15.4
ord-15336,cust-9714,mr. michael torres dvm,consumer,east,2034-08-11,2034-08-13,furniture,bookcases,bookcases model 2,220.59,5,0.5,17.04
ord-15337,cust-7392,michael miller,corporate,east,2034-08-12,2034-08-14,furniture,bookcases,bookcases model 3,1633.08,2,0.5,101.98
ord-15338,cust-7283,april ramirez,home office,west,2034-08-13,2034-08-15,furniture,bookcases,bookcases model 4,1108.9,3,0.3,25.11
ord-15339,cust-1973,julie brown,corporate,west,2034-08-14,2034-08-16,furniture,bookcases,bookcases model 5,782.48,2,0.5,12.47
ord-15340,cust-3954,kevin sanchez,home office,west,2034-08-15,2034-08-17,furniture,chairs,chairs model 1,225.16,6,0.5,-9.19
ord-15341,cust-3273,kathy atkins,home office,west,2034-08-16,2034-08-18,furniture,chairs,chairs model 2,839.97,3,0.5,27.28
ord-15342,cust-8042,hannah knight,consumer,west,2034-08-17,2034-08-19,furniture,chairs,chairs model 3,1253.56,7,0.2,94.45
ord-15343,cust-5196,christina cook,consumer,south,2034-08-18,2034-08-20,furniture,chairs,chairs model 4,1507.86,3,0.1,46.64
ord-15344,cust-6551,michael kim,home office,south,2034-08-19,2034-08-21,furniture,chairs,chairs model 5,942.62,9,0.0,53.71
ord-15345,cust-5511,angela valentine,home office,south,2034-08-20,2034-08-22,furniture,tables,tables model 1,999.36,5,0.5,39.01
ord-15346,cust-3171,james burns,corporate,west,2034-08-21,2034-08-23,furniture,tables,tables model 2,1478.04,7,0.2,103.33
ord-15347,cust-3159,julie simmons,corporate,west,2034-08-22,2034-08-24,furniture,tables,tables model 3,788.59,9,0.2,89.12
ord-15348,cust-9459,kevin bowen,corporate,central,2034-08-23,2034-08-25,furniture,tables,tables model 4,229.63,7,0.5,10.89
ord-15349,cust-7646,lisa whitehead,home office,south,2034-08-24,2034-08-26,furniture,tables,tables model 5,1768.65,2,0.5,-31.87
ord-15350,cust-7946,joseph dean,corporate,west,2034-08-25,2034-08-27,office supplies,binders,binders model 1,1820.83,7,0.2,16.69
ord-15351,cust-8026,steven anderson,consumer,central,2034-08-26,2034-08-28,office supplies,binders,binders model 2,777.35,1,0.2,87.22
ord-15352,cust-3589,donald mckinney,consumer,south,2034-08-27,2034-08-29,office supplies,binders,binders model 3,1972.92,4,0.3,12.04
ord-15353,cust-8297,laura smith,home office,south,2034-08-28,2034-08-30,office supplies,binders,binders model 4,796.27,6,0.3,73.91
ord-15354,cust-8009,lydia young,consumer,west,2034-08-29,2034-08-31,office supplies,binders,binders model 5,1491.98,3,0.3,-25.64
ord-15355,cust-8635,cynthia smith,corporate,south,2034-08-30,2034-09-01,office supplies,pens,pens model 1,1013.27,1,0.5,47.71
ord-15356,cust-1936,john hunter,consumer,west,2034-08-31,2034-09-02,office supplies,pens,pens model 2,1941.44,1,0.1,167.71
ord-15357,cust-6410,amber hess,corporate,west,2034-09-01,2034-09-03,office supplies,pens,pens model 3,1843.49,4,0.3,76.22
ord-15358,cust-7997,sherry savage,corporate,west,2034-09-02,2034-09-04,office supplies,pens,pens model 4,1498.48,2,0.1,61.69
ord-15359,cust-5507,benjamin gonzales,corporate,east,2034-09-03,2034-09-05,office supplies,pens,pens model 5,1918.82,4,0.1,72.27
ord-15360,cust-6886,casey simpson,home office,west,2034-09-04,2034-09-06,office supplies,paper,paper model 1,274.25,1,0.5,-1.16
