Order ID,Customer ID,Customer Name,Segment,Region,Order Date,Ship Date,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-14954,CUST-2359,Alexandria Wang,Corporate,West,2033-07-25,2033-07-27,Furniture,Bookcases,Bookcases Model 5,1575.33,2,0.2,6.5
ORD-14955,CUST-9315,Eddie Garza,Corporate,South,2033-07-26,2033-07-28,Furniture,Chairs,Chairs Model 1,1204.49,7,0.5,48.54
ORD-14956,CUST-8206,Theresa Stevens,Corporate,South,2033-07-27,2033-07-29,Furniture,Chairs,Chairs Model 2,1129.53,3,0.2,6.26
ORD-14957,CUST-8708,Heidi Johnson,Home Office,East,2033-07-28,2033-07-30,Furniture,Chairs,Chairs Model 3,997.64,4,0.0,0.09
ORD-14958,CUST-7633,Ashley Hoffman,Home Office,East,2033-07-29,2033-07-31,Furniture,Chairs,Chairs Model 4,1239.49,5,0.0,128.23
ORD-14959,CUST-8138,Christopher Gibbs,Corporate,South,2033-07-30,2033-08-01,Furniture,Chairs,Chairs Model 5,979.67,4,0.2,135.59
ORD-14960,CUST-2186,Hunter Meyer,Consumer,Central,2033-07-31,2033-08-02,Furniture,Tables,Tables Model 1,1699.5,1,0.3,10.5
ORD-14961,CUST-9504,Alexandria Christensen DDS,Home Office,East,2033-08-01,2033-08-03,Furniture,Tables,Tables Model 2,980.78,6,0.1,-33.23
ORD-14962,CUST-6773,Linda Thompson,Corporate,West,2033-08-02,2033-08-04,Furniture,Tables,Tables Model 3,294.38,1,0.2,42.53
ORD-14963,CUST-9293,David Fields,Home Office,East,2033-08-03,2033-08-05,Furniture,Tables,Tables Model 4,514.75,6,0.1,-27.62
ORD-14964,CUST-4559,Victoria Cox,Corporate,West,2033-08-04,2033-08-06,Furniture,Tables,Tables Model 5,1812.78,2,0.0,174.31
ORD-14965,CUST-2279,Nicole Myers,Corporate,West,2033-08-05,2033-08-07,Office Supplies,Binders,Binders Model 1,1374.84,3,0.0,38.65
ORD-14966,CUST-3931,Holly Wood,Home Office,West,2033-08-06,2033-08-08,Office Supplies,Binders,Binders Model 2,363.32,7,0.3,59.63
ORD-14967,CUST-6212,Christopher Benton,Home Office,South,2033-08-07,2033-08-09,Office Supplies,Binders,Binders Model 3,975.48,6,0.0,51.31
ORD-14968,CUST-5459,William Wilson,Consumer,East,2033-08-08,2033-08-10,Office Supplies,Binders,Binders Model 4,1264.43,6,0.5,-13.42
ORD-14969,CUST-2415,Danny West,Corporate,Central,2033-08-09,2033-08-11,Office Supplies,Binders,Binders Model 5,1063.95,6,0.5,96.67
ORD-14970,CUST-1534,Christine Roy,Corporate,West,2033-08-10,2033-08-12,Office Supplies,Pens,Pens Model 1,1977.93,8,0.3,41.56
ORD-14971,CUST-6049,Leroy Mayer,Consumer,East,2033-08-11,2033-08-13,Office Supplies,Pens,Pens Model 2,1032.65,2,0.0,64.18
ORD-14972,CUST-5933,Terri Mullins,Home Office,East,2033-08-12,2033-08-14,Office Supplies,Pens,Pens Model 3,1857.91,1,0.2,81.68
ORD-14973,CUST-8812,Robert Wilson,Consumer,West,2033-08-13,2033-08-15,Office Supplies,Pens,Pens Model 4,1688.09,1,0.1,54.17
ORD-14974,CUST-9004,Travis Payne,Corporate,West,2033-08-14,2033-08-16,Office Supplies,Pens,Pens Model 5,1199.91,3,0.3,102.23
ORD-14975,CUST-3757,Brett Curry,Consumer,South,2033-08-15,2033-08-17,Office Supplies,Paper,Paper Model 1,781.84,1,0.2,83.14
ORD-14976,CUST-4584,Dean Clark,Corporate,East,2033-08-16,2033-08-18,Office Supplies,Paper,Paper Model 2,1994.78,4,0.2,95.91
ORD-14977,CUST-3864,Christopher Estrada,Home Office,South,2033-08-17,2033-08-19,Office Supplies,Paper,Paper Model 3,196.33,2,0.3,-11.73
ORD-14978,CUST-6082,Mr. Marvin Scott,Corporate,West,2033-08-18,2033-08-20,Office Supplies,Paper,Paper Model 4,1687.64,5,0.5,97.44
ORD-14979,CUST-1957,Eric Wilson,Consumer,East,2033-08-19,2033-08-21,Office Supplies,Paper,Paper Model 5,1256.77,1,0.3,158.4
ORD-14980,CUST-9139,Joyce Keith,Corporate,East,2033-08-20,2033-08-22,Office Supplies,Labels,Labels Model 1,1166.12,7,0.2,145.67
ORD-14981,CUST-2455,Michael Lawrence,Home Office,East,2033-08-21,2033-08-23,Office Supplies,Labels,Labels Model 2,1988.93,9,0.5,182.9
ORD-14982,CUST-1450,Ashley Wilson,Home Office,East,2033-08-22,2033-08-24,Office Supplies,Labels,Labels Model 3,637.49,5,0.2,7.35
ORD-14983,CUST-6813,Vanessa Smith,Home Office,Central,2033-08-23,2033-08-25,Office Supplies,Labels,Labels Model 4,69.24,1,0.2,-3.13
ORD-14984,CUST-8557,Stephen Good,Consumer,Central,2033-08-24,2033-08-26,Office Supplies,Labels,Labels Model 5,1500.72,8,0.3,-49.87
ORD-14985,CUST-4456,Amy Montgomery,Corporate,West,2033-08-25,2033-08-27,Technology,Phones,Phones Model 1,195.38,7,0.5,7.62
ORD-14986,CUST-7281,John Reyes,Consumer,South,2033-08-26,2033-08-28,Technology,Phones,Phones Model 2,609.43,4,0.2,32.55
ORD-14987,CUST-6895,Kevin Zimmerman,Home Office,Central,2033-08-27,2033-08-29,Technology,Phones,Phones Model 3,1996.24,7,0.3,-27.06
ORD-14988,CUST-7963,Deborah Blankenship,Consumer,Central,2033-08-28,2033-08-30,Technology,Phones,Phones Model 4,731.66,7,0.3,49.84
ORD-14989,CUST-6784,Michael Medina,Consumer,East,2033-08-29,2033-08-31,Technology,Phones,Phones Model 5,955.37,3,0.2,26.09
ORD-14990,CUST-6233,Benjamin Diaz,Home Office,South,2033-08-30,2033-09-01,Technology,Accessories,Accessories Model 1,620.92,8,0.5,-10.42
ORD-14991,CUST-9865,Seth Mills,Consumer,West,2033-08-31,2033-09-02,Technology,Accessories,Accessories Model 2,1922.88,5,0.0,27.81
ORD-14992,CUST-2239,Elizabeth Scott,Corporate,South,2033-09-01,2033-09-03,Technology,Accessories,Accessories Model 3,550.15,9,0.5,18.17
ORD-14993,CUST-4404,Jennifer May,Home Office,South,2033-09-02,2033-09-04,Technology,Accessories,Accessories Model 4,1284.37,3,0.0,113.42
ORD-14994,CUST-1995,Pamela Williams,Consumer,West,2033-09-03,2033-09-05,Technology,Accessories,Accessories Model 5,153.87,8,0.3,-0.33
ORD-14995,CUST-6650,Clayton Johnson,Consumer,East,2033-09-04,2033-09-06,Technology,Copiers,Copiers Model 1,121.37,1,0.0,12.8
ORD-14996,CUST-3734,Jacob Conway,Corporate,East,2033-09-05,2033-09-07,Technology,Copiers,Copiers Model 2,62.64,6,0.3,1.61
ORD-14997,CUST-6045,James Weeks,Home Office,Central,2033-09-06,2033-09-08,Technology,Copiers,Copiers Model 3,1766.31,6,0.3,202.98
ORD-14998,CUST-9495,Elizabeth Hernandez,Corporate,West,2033-09-07,2033-09-09,Technology,Copiers,Copiers Model 4,152.46,9,0.0,8.38
ORD-14999,CUST-2398,Kimberly Morales,Corporate,Central,2033-09-08,2033-09-10,Technology,Copiers,Copiers Model 5,687.28,7,0.5,52.3
ORD-15000,CUST-1816,Sandra Andrade,Corporate,South,2033-09-09,2033-09-11,Technology,Machines,Machines Model 1,978.87,3,0.2,98.04
ORD-15001,CUST-8606,Jennifer Long,Consumer,South,2033-09-10,2033-09-12,Technology,Machines,Machines Model 2,796.89,2,0.0,99.05
ORD-15002,CUST-8780,Kimberly Cruz,Corporate,West,2033-09-11,2033-09-13,Technology,Machines,Machines Model 3,583.65,5,0.0,122.5
ORD-15003,CUST-9685,Brenda Robinson,Home Office,Central,2033-09-12,2033-09-14,Technology,Machines,Machines Model 4,1567.29,4,0.1,96.83
ORD-15004,CUST-8653,Mark Mann,Home Office,Central,2033-09-13,2033-09-15,Technology,Machines,Machines Model 5,1846.83,1,0.5,-32.74
ORD-15005,CUST-8113,Peter Hodge,Consumer,South,2033-09-14,2033-09-16,Furniture,Bookcases,Bookcases Model 1,1469.44,5,0.1,72.17
ORD-15006,CUST-7874,Cristian Ruiz,Consumer,East,2033-09-15,2033-09-17,Furniture,Bookcases,Bookcases Model 2,120.99,8,0.1,9.04
ORD-15007,CUST-2018,Erin Roberts,Home Office,Central,2033-09-16,2033-09-18,Furniture,Bookcases,Bookcases Model 3,1265.71,9,0.3,55.72
ORD-15008,CUST-6893,Christine Wilson,Consumer,South,2033-09-17,2033-09-19,Furniture,Bookcases,Bookcases Model 4,976.32,1,0.1,122.92
ORD-15009,CUST-6525,Sandra Olson,Corporate,West,2033-09-18,2033-09-20,Furniture,Bookcases,Bookcases Model 5,1964.93,1,0.5,25.37
ORD-15010,CUST-3835,Annette Kirby,Home Office,East,2033-09-19,2033-09-21,Furniture,Chairs,Chairs Model 1,1261.98,9,0.3,91.96
ORD-15011,CUST-9449,Sheila Frank,Consumer,East,2033-09-20,2033-09-22,Furniture,Chairs,Chairs Model 2,317.1,8,0.2,32.44
ORD-15012,CUST-6122,Aaron Snyder,Consumer,South,2033-09-21,2033-09-23,Furniture,Chairs,Chairs Model 3,247.12,7,0.2,11.74
ORD-15013,CUST-8471,Brandy Thompson,Consumer,Central,2033-09-22,2033-09-24,Furniture,Chairs,Chairs Model 4,291.27,8,0.5,24.01
ORD-15014,CUST-9164,Katherine West,Home Office,West,2033-09-23,2033-09-25,Furniture,Chairs,Chairs Model 5,575.15,1,0.1,31.95
ORD-15015,CUST-7066,Veronica White,Corporate,South,2033-09-24,2033-09-26,Furniture,Tables,Tables Model 1,1562.24,4,0.2,188.96
ORD-15016,CUST-6387,Cindy Phillips,Corporate,West,2033-09-25,2033-09-27,Furniture,Tables,Tables Model 2,1304.47,5,0.3,55.1
ORD-15017,CUST-7553,Brendan Sanders,Consumer,Central,2033-09-26,2033-09-28,Furniture,Tables,Tables Model 3,1091.48,1,0.1,72.96
ORD-15018,CUST-5272,Andrew Fisher,Consumer,West,2033-09-27,2033-09-29,Furniture,Tables,Tables Model 4,1314.58,1,0.0,-54.69
ORD-15019,CUST-8714,Dr. Kathryn Aguilar DVM,Corporate,Central,2033-09-28,2033-09-30,Furniture,Tables,Tables Model 5,1594.79,8,0.3,-2.39
ORD-15020,CUST-2137,Taylor Lynn,Consumer,South,2033-09-29,2033-10-01,Office Supplies,Binders,Binders Model 1,281.63,8,0.0,41.4
ORD-15021,CUST-7713,Christina Wallace,Home Office,West,2033-09-30,2033-10-02,Office Supplies,Binders,Binders Model 2,1469.48,5,0.5,-16.72
ORD-15022,CUST-3197,Paige Adams,Corporate,West,2033-10-01,2033-10-03,Office Supplies,Binders,Binders Model 3,1553.15,5,0.1,5.55
ORD-15023,CUST-1464,Kenneth Casey,Corporate,East,2033-10-02,2033-10-04,Office Supplies,Binders,Binders Model 4,1930.15,7,0.3,2.99
ORD-15024,CUST-5668,Richard Clarke,Home Office,West,2033-10-03,2033-10-05,Office Supplies,Binders,Binders Model 5,1847.36,5,0.2,33.85
ORD-15025,CUST-8965,Matthew Wolfe,Home Office,Central,2033-10-04,2033-10-06,Office Supplies,Pens,Pens Model 1,1814.78,1,0.3,9.8
ORD-15026,CUST-4666,Jodi Walker,Consumer,South,2033-10-05,2033-10-07,Office Supplies,Pens,Pens Model 2,1519.77,2,0.1,91.29
ORD-15027,CUST-9647,Charles Adkins,Consumer,South,2033-10-06,2033-10-08,Office Supplies,Pens,Pens Model 3,304.52,9,0.0,7.34
ORD-15028,CUST-5134,Cynthia Moran,Home Office,Central,2033-10-07,2033-10-09,Office Supplies,Pens,Pens Model 4,1450.16,8,0.0,143.72
ORD-15029,CUST-8344,Fernando Singleton,Consumer,East,2033-10-08,2033-10-10,Office Supplies,Pens,Pens Model 5,1015.91,8,0.5,6.24
ORD-15030,CUST-4719,Amy Perez MD,Corporate,Central,2033-10-09,2033-10-11,Office Supplies,Paper,Paper Model 1,655.03,7,0.1,-2.8
ORD-15031,CUST-2525,Mary Butler,Home Office,Central,2033-10-10,2033-10-12,Office Supplies,Paper,Paper Model 2,570.22,1,0.2,44.16
ORD-15032,CUST-5389,Richard Mcgee,Home Office,East,2033-10-11,2033-10-13,Office Supplies,Paper,Paper Model 3,1252.45,3,0.2,49.32
ORD-15033,CUST-5930,Travis Russo,Corporate,West,2033-10-12,2033-10-14,Office Supplies,Paper,Paper Model 4,775.24,5,0.2,60.62
ORD-15034,CUST-4157,Diana Smith,Corporate,Central,2033-10-13,2033-10-15,Office Supplies,Paper,Paper Model 5,937.82,2,0.0,2.51
ORD-15035,CUST-4191,David Robinson,Consumer,South,2033-10-14,2033-10-16,Office Supplies,Labels,Labels Model 1,517.78,1,0.0,23.31
ORD-15036,CUST-6086,Sarah Boyd,Home Office,West,2033-10-15,2033-10-17,Office Supplies,Labels,Labels Model 2,789.51,6,0.3,79.67
ORD-15037,CUST-8567,Julie Marquez,Corporate,West,2033-10-16,2033-10-18,Office Supplies,Labels,Labels Model 3,953.69,2,0.1,44.21
ORD-15038,CUST-7754,Laura Williams,Home Office,Central,2033-10-17,2033-10-19,Office Supplies,Labels,Labels Model 4,864.73,4,0.5,57.16
ORD-15039,CUST-2111,Tyler Norris,Consumer,East,2033-10-18,2033-10-20,Office Supplies,Labels,Labels Model 5,431.93,5,0.1,-5.79
ORD-15040,CUST-8052,Peter Morton,Corporate,West,2033-10-19,2033-10-21,Technology,Phones,Phones Model 1,317.2,6,0.5,10.44
ORD-15041,CUST-9434,Melissa Gonzalez,Home Office,South,2033-10-20,2033-10-22,Technology,Phones,Phones Model 2,1937.65,2,0.5,143.69
ORD-15042,CUST-9563,Danny Reyes,Home Office,East,2033-10-21,2033-10-23,Technology,Phones,Phones Model 3,300.47,5,0.0,27.79
ORD-15043,CUST-5057,Miss Cheryl Williamson MD,Home Office,West,2033-10-22,2033-10-24,Technology,Phones,Phones Model 4,298.13,8,0.1,27.82
ORD-15044,CUST-1369,Jordan Gutierrez,Consumer,East,2033-10-23,2033-10-25,Technology,Phones,Phones Model 5,1858.88,3,0.3,-14.38
ORD-15045,CUST-2645,Caroline Henry,Home Office,West,2033-10-24,2033-10-26,Technology,Accessories,Accessories Model 1,779.67,8,0.2,57.15
ORD-15046,CUST-4745,Connor Chambers,Home Office,West,2033-10-25,2033-10-27,Technology,Accessories,Accessories Model 2,98.41,1,0.1,-0.28
ORD-15047,CUST-7745,Jesus Dudley,Home Office,West,2033-10-26,2033-10-28,Technology,Accessories,Accessories Model 3,855.61,7,0.3,70.9
ORD-15048,CUST-4054,Valerie Stark,Home Office,West,2033-10-27,2033-10-29,Technology,Accessories,Accessories Model 4,1424.42,1,0.1,16.16
ORD-15049,CUST-6296,Christopher Mathis,Consumer,West,2033-10-28,2033-10-30,Technology,Accessories,Accessories Model 5,1219.86,3,0.0,33.75
ORD-15050,CUST-1558,Nicholas Jordan,Corporate,South,2033-10-29,2033-10-31,Technology,Copiers,Copiers Model 1,1195.29,3,0.1,130.29
ORD-15051,CUST-6931,Allen Guerrero,Corporate,Central,2033-10-30,2033-11-01,Technology,Copiers,Copiers Model 2,1995.74,1,0.3,-58.09
ORD-15052,CUST-6218,Angel Larson,Corporate,Central,2033-10-31,2033-11-02,Technology,Copiers,Copiers Model 3,861.45,1,0.1,59.38
ORD-15053,CUST-2952,Gary Nelson,Home Office,South,2033-11-01,2033-11-03,Technology,Copiers,Copiers Model 4,404.57,8,0.0,21.64
ORD-15054,CUST-6455,Jennifer Hood,Home Office,South,2033-11-02,2033-11-04,Technology,Copiers,Copiers Model 5,812.96,4,0.3,-0.5
ORD-15055,CUST-1585,Scott Vasquez,Home Office,Central,2033-11-03,2033-11-05,Technology,Machines,Machines Model 1,1499.74,8,0.0,43.56
ORD-15056,CUST-7408,Annette Wilson,Corporate,Central,2033-11-04,2033-11-06,Technology,Machines,Machines Model 2,1122.1,4,0.0,16.0
ORD-15057,CUST-9939,Mark Lee,Home Office,South,2033-11-05,2033-11-07,Technology,Machines,Machines Model 3,986.03,5,0.3,11.7
ORD-15058,CUST-3819,Chris Patel,Corporate,Central,2033-11-06,2033-11-08,Technology,Machines,Machines Model 4,820.4,6,0.0,14.29
ORD-15059,CUST-8288,Barbara Kaiser,Consumer,West,2033-11-07,2033-11-09,Technology,Machines,Machines Model 5,1946.06,1,0.0,49.86
ORD-15060,CUST-5306,Shannon Murphy,Corporate,Central,2033-11-08,2033-11-10,Furniture,Bookcases,Bookcases Model 1,1330.24,2,0.2,4.49
ORD-15061,CUST-4311,Christopher Walker,Corporate,West,2033-11-09,2033-11-11,Furniture,Bookcases,Bookcases Model 2,1476.13,5,0.5,-47.37
ORD-15062,CUST-4482,Patrick Harris,Corporate,Central,2033-11-10,2033-11-12,Furniture,Bookcases,Bookcases Model 3,1042.62,4,0.1,68.51
ORD-15063,CUST-8853,Nicole Summers,Home Office,East,2033-11-11,2033-11-13,Furniture,Bookcases,Bookcases Model 4,1092.09,2,0.0,64.93
ORD-15064,CUST-5667,Alexandria Thompson,Corporate,Central,2033-11-12,2033-11-14,Furniture,Bookcases,Bookcases Model 5,593.91,3,0.0,70.63
ORD-15065,CUST-7207,Mary Burgess DVM,Corporate,West,2033-11-13,2033-11-15,Furniture,Chairs,Chairs Model 1,448.73,5,0.5,27.51
ORD-15066,CUST-9493,Katherine Arroyo,Home Office,East,2033-11-14,2033-11-16,Furniture,Chairs,Chairs Model 2,1473.42,7,0.5,50.04
ORD-15067,CUST-8364,Michael Williams,Consumer,West,2033-11-15,2033-11-17,Furniture,Chairs,Chairs Model 3,126.7,2,0.5,-0.86
ORD-15068,CUST-6076,Patricia Castillo,Corporate,West,2033-11-16,2033-11-18,Furniture,Chairs,Chairs Model 4,1945.04,3,0.0,14.29
ORD-15069,CUST-1112,David White,Corporate,Central,2033-11-17,2033-11-19,Furniture,Chairs,Chairs Model 5,1753.37,9,0.3,143.12
ORD-15070,CUST-6864,Ruth Hartman,Home Office,South,2033-11-18,2033-11-20,Furniture,Tables,Tables Model 1,1598.34,4,0.2,-37.89
ORD-15071,CUST-3835,Samantha Lucas,Consumer,South,2033-11-19,2033-11-21,Furniture,Tables,Tables Model 2,1334.17,3,0.3,8.54
ORD-15072,CUST-1880,Stephanie Solomon,Corporate,West,2033-11-20,2033-11-22,Furniture,Tables,Tables Model 3,1306.53,2,0.1,22.78
ORD-15073,CUST-8667,Bonnie Khan,Corporate,East,2033-11-21,2033-11-23,Furniture,Tables,Tables Model 4,1491.1,7,0.3,99.73
ORD-15074,CUST-3350,Cody Gordon,Corporate,West,2033-11-22,2033-11-24,Furniture,Tables,Tables Model 5,1831.16,2,0.3,185.28
ORD-15075,CUST-5032,Jacob Moon,Consumer,South,2033-11-23,2033-11-25,Office Supplies,Binders,Binders Model 1,1041.09,7,0.5,-16.44
ORD-15076,CUST-1720,Michael Conrad,Home Office,East,2033-11-24,2033-11-26,Office Supplies,Binders,Binders Model 2,345.57,1,0.3,0.2
ORD-15077,CUST-2083,Kevin Gonzales,Corporate,West,2033-11-25,2033-11-27,Office Supplies,Binders,Binders Model 3,181.84,6,0.5,-0.17
ORD-15078,CUST-3715,James Hunt,Corporate,East,2033-11-26,2033-11-28,Office Supplies,Binders,Binders Model 4,1059.76,2,0.1,-58.47
ORD-15079,CUST-2367,Elizabeth Weaver,Home Office,East,2033-11-27,2033-11-29,Office Supplies,Binders,Binders Model 5,1305.97,3,0.3,122.21
ORD-15080,CUST-1944,Keith Gill Jr.,Consumer,West,2033-11-28,2033-11-30,Office Supplies,Pens,Pens Model 1,1749.95,4,0.1,48.85
ORD-15081,CUST-2794,John Mcdaniel,Consumer,East,2033-11-29,2033-12-01,Office Supplies,Pens,Pens Model 2,1811.04,2,0.0,19.22
ORD-15082,CUST-1530,Derek Pollard,Home Office,Central,2033-11-30,2033-12-02,Office Supplies,Pens,Pens Model 3,1419.64,8,0.2,-6.64
ORD-15083,CUST-8047,Kathleen Weaver,Corporate,Central,2033-12-01,2033-12-03,Office Supplies,Pens,Pens Model 4,1816.98,7,0.1,-49.31
ORD-15084,CUST-1237,Katie Mcintyre,Corporate,South,2033-12-02,2033-12-04,Office Supplies,Pens,Pens Model 5,1828.17,9,0.1,195.38
ORD-15085,CUST-9389,Melinda Crane,Consumer,Central,2033-12-03,2033-12-05,Office Supplies,Paper,Paper Model 1,596.79,6,0.3,6.52
ORD-15086,CUST-7590,Justin Peterson,Consumer,East,2033-12-04,2033-12-06,Office Supplies,Paper,Paper Model 2,758.91,6,0.2,1.73
ORD-15087,CUST-2621,Amy Nelson,Corporate,Central,2033-12-05,2033-12-07,Office Supplies,Paper,Paper Model 3,1665.52,8,0.1,-5.15
ORD-15088,CUST-3343,Melissa Jones,Home Office,East,2033-12-06,2033-12-08,Office Supplies,Paper,Paper Model 4,1975.35,7,0.5,-54.04
ORD-15089,CUST-8235,Alexander Ramos,Consumer,Central,2033-12-07,2033-12-09,Office Supplies,Paper,Paper Model 5,271.87,1,0.0,7.43
ORD-15090,CUST-6991,Amber Howe,Consumer,West,2033-12-08,2033-12-10,Office Supplies,Labels,Labels Model 1,1693.97,3,0.2,217.79
ORD-15091,CUST-9210,Larry Thomas,Home Office,South,2033-12-09,2033-12-11,Office Supplies,Labels,Labels Model 2,512.57,1,0.1,33.77
ORD-15092,CUST-1651,Jamie Meyer,Consumer,South,2033-12-10,2033-12-12,Office Supplies,Labels,Labels Model 3,1198.99,5,0.3,83.61
ORD-15093,CUST-3209,John Nguyen,Corporate,East,2033-12-11,2033-12-13,Office Supplies,Labels,Labels Model 4,985.73,6,0.1,3.82
ORD-15094,CUST-1980,Edward Fisher,Consumer,Central,2033-12-12,2033-12-14,Office Supplies,Labels,Labels Model 5,1349.11,7,0.5,56.58
ORD-15095,CUST-7208,David Bryant,Consumer,South,2033-12-13,2033-12-15,Technology,Phones,Phones Model 1,1786.51,7,0.3,-161.25
ORD-15096,CUST-8175,Christina Jackson,Corporate,Central,2033-12-14,2033-12-16,Technology,Phones,Phones Model 2,824.8,5,0.5,54.81
ORD-15097,CUST-7899,Emma Jensen,Home Office,West,2033-12-15,2033-12-17,Technology,Phones,Phones Model 3,1451.24,1,0.1,69.7
ORD-15098,CUST-6523,Jo Martinez,Corporate,Central,2033-12-16,2033-12-18,Technology,Phones,Phones Model 4,1089.09,9,0.1,-5.73
ORD-15099,CUST-5578,Brendan Lawson,Consumer,Central,2033-12-17,2033-12-19,Technology,Phones,Phones Model 5,1077.49,5,0.0,98.45
ORD-15100,CUST-4173,James Moore,Home Office,West,2033-12-18,2033-12-20,Technology,Accessories,Accessories Model 1,1779.74,7,0.2,28.52
ORD-15101,CUST-6170,Danielle Swanson,Corporate,West,2033-12-19,2033-12-21,Technology,Accessories,Accessories Model 2,1586.82,9,0.2,64.2
ORD-15102,CUST-9099,Kristi Palmer,Corporate,West,2033-12-20,2033-12-22,Technology,Accessories,Accessories Model 3,763.42,7,0.3,34.39
ORD-15103,CUST-4119,Jamie Hogan,Consumer,West,2033-12-21,2033-12-23,Technology,Accessories,Accessories Model 4,951.9,5,0.2,101.9
ORD-15104,CUST-9373,Deborah Gray,Corporate,East,2033-12-22,2033-12-24,Technology,Accessories,Accessories Model 5,284.29,2,0.2,35.73
ORD-15105,CUST-5156,Crystal Pruitt,Corporate,East,2033-12-23,2033-12-25,Technology,Copiers,Copiers Model 1,59.76,8,0.3,4.01
ORD-15106,CUST-6306,Austin Brown,Home Office,Central,2033-12-24,2033-12-26,Technology,Copiers,Copiers Model 2,842.29,6,0.5,6.63
ORD-15107,CUST-3895,Crystal Cruz,Consumer,West,2033-12-25,2033-12-27,Technology,Copiers,Copiers Model 3,1057.1,3,0.5,-9.26
ORD-15108,CUST-9814,Nancy Green,Home Office,West,2033-12-26,2033-12-28,Technology,Copiers,Copiers Model 4,1084.53,5,0.1,76.46
ORD-15109,CUST-4415,Jesse Wilson,Corporate,Central,2033-12-27,2033-12-29,Technology,Copiers,Copiers Model 5,1981.7,4,0.5,60.38
ORD-15110,CUST-4419,Mary Warren,Consumer,West,2033-12-28,2033-12-30,Technology,Machines,Machines Model 1,669.96,3,0.3,22.06
ORD-15111,CUST-5519,Courtney Smith,Corporate,Central,2033-12-29,2033-12-31,Technology,Machines,Machines Model 2,1134.83,7,0.0,43.39
ORD-15112,CUST-6136,Catherine Avery,Consumer,South,2033-12-30,2034-01-01,Technology,Machines,Machines Model 3,1047.36,7,0.0,173.89
ORD-15113,CUST-7973,Samantha Chapman,Corporate,Central,2033-12-31,2034-01-02,Technology,Machines,Machines Model 4,1152.52,5,0.2,-6.99
ORD-15114,CUST-6397,Danny Lee,Consumer,South,2034-01-01,2034-01-03,Technology,Machines,Machines Model 5,1664.93,6,0.1,120.85
ORD-15115,CUST-2854,Randy Thomas,Consumer,East,2034-01-02,2034-01-04,Furniture,Bookcases,Bookcases Model 1,318.83,2,0.2,20.0
ORD-15116,CUST-7112,Andrea Hanson DDS,Corporate,West,2034-01-03,2034-01-05,Furniture,Bookcases,Bookcases Model 2,761.83,8,0.5,64.91
ORD-15117,CUST-3059,Jessica Walters,Corporate,South,2034-01-04,2034-01-06,Furniture,Bookcases,Bookcases Model 3,1105.65,7,0.0,150.76
ORD-15118,CUST-6446,Courtney Castro,Consumer,West,2034-01-05,2034-01-07,Furniture,Bookcases,Bookcases Model 4,135.36,6,0.2,12.52
ORD-15119,CUST-2650,Daniel Choi,Consumer,West,2034-01-06,2034-01-08,Furniture,Bookcases,Bookcases Model 5,707.21,5,0.2,56.6
ORD-15120,CUST-7043,Cameron Mcdonald,Consumer,Central,2034-01-07,2034-01-09,Furniture,Chairs,Chairs Model 1,769.17,6,0.0,27.37
ORD-15121,CUST-5044,James Clark,Consumer,Central,2034-01-08,2034-01-10,Furniture,Chairs,Chairs Model 2,302.78,8,0.0,31.34
ORD-15122,CUST-9603,Diana Adams,Home Office,Central,2034-01-09,2034-01-11,Furniture,Chairs,Chairs Model 3,1900.14,6,0.1,-24.14
ORD-15123,CUST-3860,Bryan Russell,Home Office,West,2034-01-10,2034-01-12,Furniture,Chairs,Chairs Model 4,663.76,1,0.1,69.51
ORD-15124,CUST-4115,Felicia Ball,Corporate,Central,2034-01-11,2034-01-13,Furniture,Chairs,Chairs Model 5,1277.71,7,0.1,110.83
ORD-15125,CUST-7921,Julie Smith,Corporate,West,2034-01-12,2034-01-14,Furniture,Tables,Tables Model 1,1823.43,2,0.2,56.98
ORD-15126,CUST-2305,Monica Miller,Corporate,East,2034-01-13,2034-01-15,Furniture,Tables,Tables Model 2,957.16,7,0.5,58.43
ORD-15127,CUST-7812,Joshua Hoover,Consumer,South,2034-01-14,2034-01-16,Furniture,Tables,Tables Model 3,192.41,9,0.0,-1.31
ORD-15128,CUST-2767,Jennifer Pitts,Consumer,South,2034-01-15,2034-01-17,Furniture,Tables,Tables Model 4,938.19,1,0.2,34.58
ORD-15129,CUST-6466,Anna Burns,Corporate,South,2034-01-16,2034-01-18,Furniture,Tables,Tables Model 5,514.76,7,0.3,0.31
ORD-15130,CUST-7937,Jonathan Barnett,Home Office,East,2034-01-17,2034-01-19,Office Supplies,Binders,Binders Model 1,1414.46,7,0.0,78.67
ORD-15131,CUST-4834,Ricardo Clark,Home Office,South,2034-01-18,2034-01-20,Office Supplies,Binders,Binders Model 2,770.77,8,0.3,48.81
ORD-15132,CUST-9721,Melissa Vaughn,Consumer,Central,2034-01-19,2034-01-21,Office Supplies,Binders,Binders Model 3,1698.34,8,0.0,40.12
ORD-15133,CUST-1688,Jessica Wheeler,Corporate,South,2034-01-20,2034-01-22,Office Supplies,Binders,Binders Model 4,1364.7,1,0.5,-9.32
ORD-15134,CUST-7926,John Cruz,Corporate,Central,2034-01-21,2034-01-23,Office Supplies,Binders,Binders Model 5,1821.36,1,0.1,45.65
